Time(yr)	Coordinate	Uncertainty
2021.5411	10.96015	0.5
2021.5438	12.46663	0.5
2021.5466	14.14736	0.5
2021.5493	13.23203	0.5
2021.5521	12.94608	0.5
2021.5548	10.54683	0.5
2021.5575	13.22277	0.5
2021.5603	9.55659	0.5
2021.5630	9.81084	0.5
2021.5658	12.84136	0.5
2021.5685	9.43306	0.5
2021.5712	14.13242	0.5
2021.5740	8.19525	0.5
2021.5767	11.89609	0.5
2021.5795	12.08472	0.5
2021.5822	13.58166	0.5
2021.5849	14.24447	0.5
2021.5877	13.64728	0.5
2021.5904	16.0571	0.5
2021.5931	11.93742	0.5
2021.5959	10.34452	0.5
2021.5986	11.24272	0.5
2021.6014	13.30807	0.5
2021.6041	12.60765	0.5
2021.6068	11.35975	0.5
2021.6096	10.74297	0.5
2021.6123	9.63171	0.5
2021.6151	9.25429	0.5
2021.6178	7.90158	0.5
2021.6205	10.07966	0.5
2021.6233	8.30004	0.5
2021.6260	6.08143	0.5
2021.6288	3.59593	0.5
2021.6315	11.78385	0.5
2021.6342	10.19505	0.5
2021.6370	7.17737	0.5
2021.6397	7.7916	0.5
2021.6425	10.96073	0.5
2021.6452	13.07922	0.5
2021.6479	11.71031	0.5
2021.6507	12.11745	0.5
2021.6534	12.89444	0.5
2021.6562	10.60493	0.5
2021.6589	12.079	0.5
2021.6616	7.76595	0.5
2021.6644	5.21791	0.5
2021.6671	10.18719	0.5
2021.6699	8.81604	0.5
2021.6726	12.81472	0.5
2021.6753	14.22314	0.5
2021.6781	7.83696	0.5
2021.6808	10.7351	0.5
2021.6836	9.48995	0.5
2021.6863	9.90176	0.5
2021.6890	8.8213	0.5
2021.6918	8.32594	0.5
2021.6945	11.76551	0.5
2021.6973	10.53177	0.5
2021.7000	9.25353	0.5
2021.7027	6.09673	0.5
2021.7055	6.7301	0.5
2021.7082	6.25636	0.5
2021.7110	6.55193	0.5
2021.7137	7.21773	0.5
2021.7164	5.27932	0.5
2021.7192	8.56624	0.5
2021.7219	7.32679	0.5
2021.7247	8.99504	0.5
2021.7274	9.82786	0.5
2021.7301	8.21544	0.5
2021.7329	6.0957	0.5
2021.7356	10.21824	0.5
2021.7384	7.11226	0.5
2021.7411	8.21556	0.5
2021.7438	8.15209	0.5
2021.7466	10.32061	0.5
2021.7493	7.46756	0.5
2021.7521	8.29025	0.5
2021.7548	5.37753	0.5
2021.7575	9.32722	0.5
2021.7603	4.76084	0.5
2021.7630	6.05296	0.5
2021.7658	7.13358	0.5
2021.7685	10.48198	0.5
2021.7712	8.97585	0.5
2021.7740	6.94405	0.5
2021.7767	7.95541	0.5
2021.7795	8.4882	0.5
2021.7822	8.76703	0.5
2021.7849	8.4969	0.5
2021.7877	7.09433	0.5
2021.7904	9.3276	0.5
2021.7931	8.1261	0.5
2021.7959	6.00336	0.5
2021.7986	10.19396	0.5
2021.8014	4.45255	0.5
2021.8041	6.65608	0.5
2021.8068	6.2922	0.5
2021.8096	6.19597	0.5
2021.8123	7.79852	0.5
2021.8151	4.63707	0.5
2021.8178	8.93795	0.5
2021.8205	6.61812	0.5
2021.8233	5.42159	0.5
2021.8260	5.44073	0.5
2021.8288	5.6697	0.5
2021.8315	6.87851	0.5
2021.8342	5.97087	0.5
2021.8370	4.04824	0.5
2021.8397	4.32797	0.5
2021.8425	6.33274	0.5
2021.8452	5.37011	0.5
2021.8479	5.83528	0.5
2021.8507	5.16074	0.5
2021.8534	9.87364	0.5
2021.8562	6.68131	0.5
2021.8589	6.56781	0.5
2021.8616	7.61545	0.5
2021.8644	7.39855	0.5
2021.8671	9.02434	0.5
2021.8699	5.00281	0.5
2021.8726	8.38901	0.5
2021.8753	4.02468	0.5
2021.8781	4.15523	0.5
2021.8808	6.48871	0.5
2021.8836	4.39492	0.5
2021.8863	8.72026	0.5
2021.8890	5.49341	0.5
2021.8918	5.24731	0.5
2021.8945	2.86297	0.5
2021.8973	3.54943	0.5
2021.9000	-0.00214	0.5
2021.9027	6.1455	0.5
2021.9055	3.22526	0.5
2021.9082	7.40075	0.5
2021.9110	4.17883	0.5
2021.9137	8.41072	0.5
2021.9164	7.59269	0.5
2021.9192	5.98685	0.5
2021.9219	4.87516	0.5
2021.9247	7.79967	0.5
2021.9274	4.56081	0.5
2021.9301	9.00433	0.5
2021.9329	7.75351	0.5
2021.9356	8.20923	0.5
2021.9384	8.24675	0.5
2021.9411	6.65595	0.5
2021.9438	8.56661	0.5
2021.9466	10.83476	0.5
2021.9493	6.98765	0.5
2021.9521	7.80178	0.5
2021.9548	10.43225	0.5
2021.9575	7.95121	0.5
2021.9603	7.07079	0.5
2021.9630	5.86073	0.5
2021.9658	7.61083	0.5
2021.9685	8.97502	0.5
2021.9712	3.54543	0.5
2021.9740	11.08245	0.5
2021.9767	6.96163	0.5
2021.9795	7.93271	0.5
2021.9822	8.45922	0.5
2021.9849	6.87788	0.5
2021.9877	5.94556	0.5
2021.9904	8.96295	0.5
2021.9931	6.85844	0.5
2021.9959	5.70118	0.5
2021.9986	6.41204	0.5
2022.0014	7.26538	0.5
2022.0041	6.13763	0.5
2022.0068	7.84013	0.5
2022.0096	4.86774	0.5
2022.0123	6.59326	0.5
2022.0151	4.92914	0.5
2022.0178	3.8679	0.5
2022.0205	6.18837	0.5
2022.0233	5.20608	0.5
2022.0260	7.78196	0.5
2022.0288	4.53782	0.5
2022.0315	7.64015	0.5
2022.0342	4.6284	0.5
2022.0370	7.60654	0.5
2022.0397	1.53287	0.5
2022.0425	5.89948	0.5
2022.0452	6.91989	0.5
2022.0479	5.46479	0.5
2022.0507	6.21402	0.5
2022.0534	5.04101	0.5
2022.0562	5.2819	0.5
2022.0589	6.11738	0.5
2022.0616	5.90446	0.5
2022.0644	8.20432	0.5
2022.0671	4.72673	0.5
2022.0699	5.10994	0.5
2022.0726	4.74499	0.5
2022.0753	3.31082	0.5
2022.0781	3.18081	0.5
2022.0808	1.87011	0.5
2022.0836	2.94955	0.5
2022.0863	5.79813	0.5
2022.0890	2.28088	0.5
2022.0918	4.2375	0.5
2022.0945	2.82142	0.5
2022.0973	4.54107	0.5
2022.1000	4.768	0.5
2022.1027	1.14251	0.5
2022.1055	2.79025	0.5
2022.1082	5.80529	0.5
2022.1110	4.3594	0.5
2022.1137	5.80571	0.5
2022.1164	5.02871	0.5
2022.1192	4.73281	0.5
2022.1219	7.10735	0.5
2022.1247	6.99429	0.5
2022.1274	6.08292	0.5
2022.1301	2.21835	0.5
2022.1329	3.30245	0.5
2022.1356	-1.94797	0.5
2022.1384	3.03015	0.5
2022.1411	2.29926	0.5
2022.1438	3.21444	0.5
2022.1466	-0.47149	0.5
2022.1493	4.71035	0.5
2022.1521	0.90696	0.5
2022.1548	5.94	0.5
2022.1575	3.93572	0.5
2022.1603	4.75091	0.5
2022.1630	2.90133	0.5
2022.1658	5.81859	0.5
2022.1685	-0.03643	0.5
2022.1712	-0.02725	0.5
2022.1740	0.14996	0.5
2022.1767	6.4592	0.5
2022.1795	6.12996	0.5
2022.1822	4.34287	0.5
2022.1849	0.05478	0.5
2022.1877	2.06452	0.5
2022.1904	4.03527	0.5
2022.1931	1.44059	0.5
2022.1959	2.69175	0.5
2022.1986	5.46438	0.5
2022.2014	0.60965	0.5
2022.2041	3.86928	0.5
2022.2068	1.4811	0.5
2022.2096	3.01719	0.5
2022.2123	2.39734	0.5
2022.2151	3.55439	0.5
2022.2178	4.79995	0.5
2022.2205	2.40625	0.5
2022.2233	0.49499	0.5
2022.2260	-0.54588	0.5
2022.2288	1.05202	0.5
2022.2315	3.66987	0.5
2022.2342	2.38717	0.5
2022.2370	1.88203	0.5
2022.2397	1.05526	0.5
2022.2425	3.10286	0.5
2022.2452	3.42263	0.5
2022.2479	2.9398	0.5
2022.2507	-0.20659	0.5
2022.2534	2.15777	0.5
2022.2562	1.14542	0.5
2022.2589	3.43572	0.5
2022.2616	1.34491	0.5
2022.2644	2.07334	0.5
2022.2671	0.81452	0.5
2022.2699	-0.4092	0.5
2022.2726	-0.968	0.5
2022.2753	0.18357	0.5
2022.2781	-0.86925	0.5
2022.2808	3.61911	0.5
2022.2836	3.14656	0.5
2022.2863	3.31056	0.5
2022.2890	3.87756	0.5
2022.2918	-0.3797	0.5
2022.2945	1.0812	0.5
2022.2973	2.06886	0.5
2022.3000	-3.86918	0.5
2022.3027	0.05816	0.5
2022.3055	1.59089	0.5
2022.3082	2.74655	0.5
2022.3110	-0.82384	0.5
2022.3137	-2.25374	0.5
2022.3164	-2.39294	0.5
2022.3192	-2.71717	0.5
2022.3219	-0.27596	0.5
2022.3247	-1.24256	0.5
2022.3274	-0.04747	0.5
2022.3301	-1.27004	0.5
2022.3329	-1.48241	0.5
2022.3356	0.55292	0.5
2022.3384	2.83998	0.5
2022.3411	3.5903	0.5
2022.3438	2.13141	0.5
2022.3466	2.65575	0.5
2022.3493	1.34636	0.5
2022.3521	2.60024	0.5
2022.3548	1.55478	0.5
2022.3575	-1.69571	0.5
2022.3603	-1.95076	0.5
2022.3630	1.06835	0.5
2022.3658	2.5383	0.5
2022.3685	-0.61015	0.5
2022.3712	-0.88952	0.5
2022.3740	-2.22631	0.5
2022.3767	-0.31888	0.5
2022.3795	1.16501	0.5
2022.3822	-0.9953	0.5
2022.3849	-5.09463	0.5
2022.3877	-0.6435	0.5
2022.3904	-2.51947	0.5
2022.3931	-0.49419	0.5
2022.3959	-2.20957	0.5
2022.3986	-1.85769	0.5
2022.4014	-1.32588	0.5
2022.4041	-0.14992	0.5
2022.4068	-2.3728	0.5
2022.4096	-0.19183	0.5
2022.4123	1.84712	0.5
2022.4151	2.26952	0.5
2022.4178	-0.74752	0.5
2022.4205	0.35152	0.5
2022.4233	-1.31297	0.5
2022.4260	-1.23765	0.5
2022.4288	-2.1195	0.5
2022.4315	3.62729	0.5
2022.4342	0.40923	0.5
2022.4370	1.23577	0.5
2022.4397	0.10829	0.5
2022.4425	3.3023	0.5
2022.4452	-3.0488	0.5
2022.4479	0.61575	0.5
2022.4507	1.76417	0.5
2022.4534	-3.84488	0.5
2022.4562	-1.88206	0.5
2022.4589	-1.25823	0.5
2022.4616	1.02014	0.5
2022.4644	-0.76391	0.5
2022.4671	1.09436	0.5
2022.4699	-2.92106	0.5
2022.4726	-0.29291	0.5
2022.4753	1.47046	0.5
2022.4781	-1.39455	0.5
2022.4808	0.33736	0.5
2022.4836	-2.32181	0.5
2022.4863	-1.72659	0.5
2022.4890	-0.68931	0.5
2022.4918	0.24226	0.5
2022.4945	-3.55634	0.5
2022.4973	-1.81516	0.5
2022.5000	-3.45565	0.5
2022.5027	-1.88247	0.5
2022.5055	-1.35537	0.5
2022.5082	-4.36773	0.5
2022.5110	-0.47263	0.5
2022.5137	-2.60204	0.5
2022.5164	-3.11042	0.5
2022.5192	-0.06365	0.5
2022.5219	0.97658	0.5
2022.5247	-3.85238	0.5
2022.5274	-1.39866	0.5
2022.5301	-1.94991	0.5
2022.5329	-0.09608	0.5
2022.5356	-1.75731	0.5
2022.5384	-3.48977	0.5
2022.5411	-4.03971	0.5
2022.5438	-2.94691	0.5
2022.5466	-1.93762	0.5
2022.5493	-1.48822	0.5
2022.5521	0.41339	0.5
2022.5548	-3.7747	0.5
2022.5575	-3.97798	0.5
2022.5603	-1.28914	0.5
2022.5630	-3.95807	0.5
2022.5658	-6.98853	0.5
2022.5685	-4.73579	0.5
2022.5712	-5.20116	0.5
2022.5740	-2.1348	0.5
2022.5767	-7.2831	0.5
2022.5795	-8.07883	0.5
2022.5822	-5.23778	0.5
2022.5849	-5.62485	0.5
2022.5877	-4.4644	0.5
2022.5904	-4.12119	0.5
2022.5931	-3.81026	0.5
2022.5959	-4.08263	0.5
2022.5986	-2.74182	0.5
2022.6014	-3.6931	0.5
2022.6041	-4.46166	0.5
2022.6068	-2.04103	0.5
2022.6096	-2.2798	0.5
2022.6123	-3.83466	0.5
2022.6151	-5.81263	0.5
2022.6178	-7.2242	0.5
2022.6205	-1.9915	0.5
2022.6233	-5.58468	0.5
2022.6260	-6.69526	0.5
2022.6288	-4.80634	0.5
2022.6315	-6.09788	0.5
2022.6342	-6.37513	0.5
2022.6370	-4.25583	0.5
2022.6397	-8.21343	0.5
2022.6425	-6.76937	0.5
2022.6452	-5.63006	0.5
2022.6479	-7.48167	0.5
2022.6507	-5.96849	0.5
2022.6534	-6.74368	0.5
2022.6562	-3.33032	0.5
2022.6589	-4.56276	0.5
2022.6616	-4.92578	0.5
2022.6644	-5.84794	0.5
2022.6671	-6.10765	0.5
2022.6699	-6.67683	0.5
2022.6726	-10.52867	0.5
2022.6753	-5.91902	0.5
2022.6781	-6.64216	0.5
2022.6808	-3.49673	0.5
2022.6836	-7.5282	0.5
2022.6863	-4.48219	0.5
2022.6890	-5.9876	0.5
2022.6918	-9.41613	0.5
2022.6945	-8.35795	0.5
2022.6973	-5.48209	0.5
2022.7000	-2.20115	0.5
2022.7027	-8.23836	0.5
2022.7055	-6.42528	0.5
2022.7082	-4.3888	0.5
2022.7110	-6.18721	0.5
2022.7137	-6.30348	0.5
2022.7164	-6.88142	0.5
2022.7192	-3.96854	0.5
2022.7219	-4.24003	0.5
2022.7247	-4.77736	0.5
2022.7274	-3.73184	0.5
2022.7301	-2.52539	0.5
2022.7329	-1.5164	0.5
2022.7356	-4.76683	0.5
2022.7384	-6.06235	0.5
2022.7411	-4.55383	0.5
2022.7438	-4.03234	0.5
2022.7466	-7.2267	0.5
2022.7493	-7.2973	0.5
2022.7521	-3.27739	0.5
2022.7548	-7.49584	0.5
2022.7575	-3.38479	0.5
2022.7603	-6.81992	0.5
2022.7630	-5.95613	0.5
2022.7658	-0.8278	0.5
2022.7685	-6.21677	0.5
2022.7712	-6.76891	0.5
2022.7740	-4.5501	0.5
2022.7767	-5.94354	0.5
2022.7795	-6.8578	0.5
2022.7822	-7.60666	0.5
2022.7849	-7.70491	0.5
2022.7877	-6.21128	0.5
2022.7904	-4.20251	0.5
2022.7931	-6.73953	0.5
2022.7959	-6.24235	0.5
2022.7986	-6.5106	0.5
2022.8014	-5.46165	0.5
2022.8041	-7.54045	0.5
2022.8068	-6.40439	0.5
2022.8096	-5.9229	0.5
2022.8123	-8.03975	0.5
2022.8151	-9.15942	0.5
2022.8178	-5.42438	0.5
2022.8205	-6.45282	0.5
2022.8233	-8.97016	0.5
2022.8260	-9.19707	0.5
2022.8288	-7.95362	0.5
2022.8315	-7.63175	0.5
2022.8342	-5.97542	0.5
2022.8370	-6.63249	0.5
2022.8397	-6.59024	0.5
2022.8425	-8.38214	0.5
2022.8452	-6.18179	0.5
2022.8479	-8.40695	0.5
2022.8507	-9.39112	0.5
2022.8534	-11.20679	0.5
2022.8562	-7.57592	0.5
2022.8589	-7.48491	0.5
2022.8616	-8.40674	0.5
2022.8644	-7.39757	0.5
2022.8671	-6.59918	0.5
2022.8699	-10.80335	0.5
2022.8726	-9.32249	0.5
2022.8753	-5.09475	0.5
2022.8781	-11.48114	0.5
2022.8808	-9.7854	0.5
2022.8836	-10.5568	0.5
2022.8863	-8.74083	0.5
2022.8890	-6.42339	0.5
2022.8918	-8.14755	0.5
2022.8945	-9.38637	0.5
2022.8973	-10.57313	0.5
2022.9000	-10.06465	0.5
2022.9027	-9.33876	0.5
2022.9055	-12.994	0.5
2022.9082	-9.8162	0.5
2022.9110	-7.37839	0.5
2022.9137	-8.99021	0.5
2022.9164	-11.00526	0.5
2022.9192	-8.47783	0.5
2022.9219	-9.75713	0.5
2022.9247	-9.88247	0.5
2022.9274	-6.6002	0.5
2022.9301	-7.9069	0.5
2022.9329	-9.64652	0.5
2022.9356	-7.93164	0.5
2022.9384	-10.21892	0.5
2022.9411	-11.66931	0.5
2022.9438	-9.04494	0.5
2022.9466	-9.25714	0.5
2022.9493	-8.29407	0.5
2022.9521	-8.63046	0.5
2022.9548	-7.53134	0.5
2022.9575	-7.95057	0.5
2022.9603	-6.59602	0.5
2022.9630	-11.16155	0.5
2022.9658	-12.96556	0.5
2022.9685	-10.82826	0.5
2022.9712	-13.36395	0.5
2022.9740	-13.13809	0.5
2022.9767	-6.91031	0.5
2022.9795	-14.1071	0.5
2022.9822	-14.26322	0.5
2022.9849	-13.75384	0.5
2022.9877	-16.13262	0.5
2022.9904	-15.83212	0.5
2022.9931	-13.73745	0.5
2022.9959	-11.90138	0.5
2022.9986	-12.33654	0.5
2023.0014	-11.87036	0.5
2023.0041	-11.01339	0.5
2023.0068	-9.35236	0.5
2023.0096	-10.37965	0.5
2023.0123	-11.55848	0.5
2023.0151	-11.96027	0.5
2023.0178	-10.94582	0.5
2023.0205	-13.29518	0.5
2023.0233	-11.74709	0.5
2023.0260	-11.42855	0.5
2023.0288	-11.9774	0.5
2023.0315	-10.5331	0.5
2023.0342	-14.30299	0.5
2023.0370	-10.91183	0.5
2023.0397	-14.06613	0.5
2023.0425	-11.12835	0.5
2023.0452	-11.78319	0.5
2023.0479	-10.47849	0.5
2023.0507	-10.78285	0.5
2023.0534	-9.58322	0.5
2023.0562	-12.90906	0.5
2023.0589	-13.96037	0.5
2023.0616	-13.4954	0.5
2023.0644	-18.34992	0.5
2023.0671	-13.75438	0.5
2023.0699	-8.5905	0.5
2023.0726	-11.71105	0.5
2023.0753	-8.81804	0.5
2023.0781	-12.26753	0.5
2023.0808	-15.24292	0.5
2023.0836	-11.30229	0.5
2023.0863	-13.2905	0.5
2023.0890	-10.55437	0.5
2023.0918	-11.10952	0.5
2023.0945	-11.90902	0.5
2023.0973	-9.72325	0.5
2023.1000	-11.73481	0.5
2023.1027	-13.90622	0.5
2023.1055	-11.10258	0.5
2023.1082	-11.06438	0.5
2023.1110	-12.6924	0.5
2023.1137	-11.02165	0.5
2023.1164	-8.59363	0.5
2023.1192	-12.85546	0.5
2023.1219	-11.91215	0.5
2023.1247	-10.73585	0.5
2023.1274	-13.43289	0.5
2023.1301	-12.67776	0.5
2023.1329	-12.26278	0.5
2023.1356	-10.75831	0.5
2023.1384	-10.57947	0.5
2023.1411	-12.98622	0.5
2023.1438	-10.13394	0.5
2023.1466	-11.61975	0.5
2023.1493	-9.23225	0.5
2023.1521	-13.00384	0.5
2023.1548	-12.86661	0.5
2023.1575	-11.19808	0.5
2023.1603	-13.72588	0.5
2023.1630	-12.5514	0.5
2023.1658	-11.07554	0.5
2023.1685	-13.41945	0.5
2023.1712	-14.09009	0.5
2023.1740	-13.08683	0.5
2023.1767	-10.92996	0.5
2023.1795	-16.17058	0.5
2023.1822	-13.32641	0.5
2023.1849	-14.7499	0.5
2023.1877	-12.88493	0.5
2023.1904	-15.62051	0.5
2023.1931	-14.26453	0.5
2023.1959	-13.69856	0.5
2023.1986	-13.92219	0.5
2023.2014	-15.57564	0.5
2023.2041	-15.6822	0.5
2023.2068	-16.23113	0.5
2023.2096	-17.20059	0.5
2023.2123	-16.53283	0.5
2023.2151	-12.59753	0.5
2023.2178	-15.14152	0.5
2023.2205	-11.48357	0.5
2023.2233	-16.14757	0.5
2023.2260	-16.67559	0.5
2023.2288	-18.05945	0.5
2023.2315	-16.84874	0.5
2023.2342	-15.61057	0.5
2023.2370	-13.77599	0.5
2023.2397	-13.25679	0.5
2023.2425	-11.18268	0.5
2023.2452	-14.09923	0.5
2023.2479	-15.95165	0.5
2023.2507	-13.72771	0.5
2023.2534	-14.66298	0.5
2023.2562	-17.23695	0.5
2023.2589	-15.74091	0.5
2023.2616	-16.25864	0.5
2023.2644	-15.49226	0.5
2023.2671	-12.55495	0.5
2023.2699	-17.72759	0.5
2023.2726	-16.19132	0.5
2023.2753	-16.02384	0.5
2023.2781	-14.34466	0.5
2023.2808	-17.5732	0.5
2023.2836	-14.69558	0.5
2023.2863	-16.73972	0.5
2023.2890	-14.46305	0.5
2023.2918	-14.81103	0.5
2023.2945	-14.88157	0.5
2023.2973	-11.51254	0.5
2023.3000	-11.96769	0.5
2023.3027	-14.72136	0.5
2023.3055	-17.52929	0.5
2023.3082	-13.39291	0.5
2023.3110	-11.53665	0.5
2023.3137	-15.25346	0.5
2023.3164	-14.23244	0.5
2023.3192	-14.97446	0.5
2023.3219	-13.20881	0.5
2023.3247	-13.14612	0.5
2023.3274	-16.14728	0.5
2023.3301	-17.0366	0.5
2023.3329	-17.03764	0.5
2023.3356	-16.40155	0.5
2023.3384	-17.73091	0.5
2023.3411	-18.31499	0.5
2023.3438	-12.78558	0.5
2023.3466	-17.36749	0.5
2023.3493	-12.62825	0.5
2023.3521	-13.8562	0.5
2023.3548	-16.03989	0.5
2023.3575	-13.61846	0.5
2023.3603	-16.87387	0.5
2023.3630	-15.3957	0.5
2023.3658	-13.28685	0.5
2023.3685	-17.57638	0.5
2023.3712	-14.41252	0.5
2023.3740	-15.05304	0.5
2023.3767	-16.62825	0.5
2023.3795	-14.92707	0.5
2023.3822	-14.95554	0.5
2023.3849	-18.06119	0.5
2023.3877	-18.21616	0.5
2023.3904	-16.55171	0.5
2023.3931	-19.09924	0.5
2023.3959	-14.96547	0.5
2023.3986	-15.41174	0.5
2023.4014	-16.59991	0.5
2023.4041	-16.2997	0.5
2023.4068	-16.39321	0.5
2023.4096	-15.07426	0.5
2023.4123	-14.3201	0.5
2023.4151	-15.41316	0.5
2023.4178	-15.69022	0.5
2023.4205	-17.59406	0.5
2023.4233	-14.86254	0.5
2023.4260	-15.09152	0.5
2023.4288	-17.88074	0.5
2023.4315	-14.13197	0.5
2023.4342	-12.55978	0.5
2023.4370	-13.20882	0.5
2023.4397	-12.53019	0.5
2023.4425	-12.12584	0.5
2023.4452	-15.01034	0.5
2023.4479	-19.57477	0.5
2023.4507	-17.85619	0.5
2023.4534	-15.47205	0.5
2023.4562	-16.95803	0.5
2023.4589	-15.8719	0.5
2023.4616	-14.6494	0.5
2023.4644	-19.18962	0.5
2023.4671	-20.39531	0.5
2023.4699	-16.90542	0.5
2023.4726	-16.92094	0.5
2023.4753	-13.95495	0.5
2023.4781	-17.68692	0.5
2023.4808	-15.37651	0.5
2023.4836	-16.51015	0.5
2023.4863	-14.97091	0.5
2023.4890	-16.24371	0.5
2023.4918	-14.6097	0.5
2023.4945	-13.73269	0.5
2023.4973	-13.10276	0.5
2023.5000	-16.6191	0.5
2023.5027	-19.83346	0.5
2023.5055	-16.22458	0.5
2023.5082	-19.70451	0.5
2023.5110	-14.34458	0.5
2023.5137	-18.01981	0.5
2023.5164	-16.03737	0.5
2023.5192	-19.75064	0.5
2023.5219	-20.97598	0.5
2023.5247	-17.66099	0.5
2023.5274	-19.0106	0.5
2023.5301	-18.21762	0.5
2023.5329	-21.77804	0.5
2023.5356	-18.45362	0.5
2023.5384	-16.16263	0.5
2023.5411	-18.93577	0.5
2023.5438	-18.70577	0.5
2023.5466	-20.68855	0.5
2023.5493	-21.71851	0.5
2023.5521	-21.20831	0.5
2023.5548	-18.31678	0.5
2023.5575	-19.89639	0.5
2023.5603	-18.07733	0.5
2023.5630	-15.99932	0.5
2023.5658	-17.65019	0.5
2023.5685	-14.70271	0.5
2023.5712	-17.8318	0.5
2023.5740	-16.41759	0.5
2023.5767	-17.49976	0.5
2023.5795	-19.20057	0.5
2023.5822	-22.18755	0.5
2023.5849	-25.56548	0.5
2023.5877	-21.21788	0.5
2023.5904	-22.08114	0.5
2023.5931	-22.25052	0.5
2023.5959	-22.16753	0.5
2023.5986	-20.37308	0.5
2023.6014	-23.3412	0.5
2023.6041	-19.86871	0.5
2023.6068	-21.09532	0.5
2023.6096	-22.30354	0.5
2023.6123	-21.90776	0.5
2023.6151	-25.26617	0.5
2023.6178	-23.04578	0.5
2023.6205	-22.97604	0.5
2023.6233	-21.83935	0.5
2023.6260	-21.54708	0.5
2023.6288	-19.44301	0.5
2023.6315	-22.79027	0.5
2023.6342	-17.38151	0.5
2023.6370	-21.40105	0.5
2023.6397	-22.083	0.5
2023.6425	-25.04383	0.5
2023.6452	-20.00761	0.5
2023.6479	-18.46727	0.5
2023.6507	-20.43608	0.5
2023.6534	-20.5641	0.5
2023.6562	-19.65437	0.5
2023.6589	-20.87107	0.5
2023.6616	-19.00886	0.5
2023.6644	-20.89525	0.5
2023.6671	-16.96347	0.5
2023.6699	-22.39076	0.5
2023.6726	-21.67646	0.5
2023.6753	-21.10045	0.5
2023.6781	-17.56501	0.5
2023.6808	-21.40684	0.5
2023.6836	-20.44167	0.5
2023.6863	-23.21349	0.5
2023.6890	-18.13048	0.5
2023.6918	-19.01963	0.5
2023.6945	-19.33321	0.5
2023.6973	-21.48335	0.5
2023.7000	-21.04806	0.5
2023.7027	-20.55553	0.5
2023.7055	-19.3163	0.5
2023.7082	-21.15772	0.5
2023.7110	-20.25515	0.5
2023.7137	-21.58498	0.5
2023.7164	-22.93291	0.5
2023.7192	-20.65359	0.5
2023.7219	-20.79117	0.5
2023.7247	-20.83623	0.5
2023.7274	-18.87329	0.5
2023.7301	-23.5347	0.5
2023.7329	-24.90231	0.5
2023.7356	-22.33933	0.5
2023.7384	-20.35686	0.5
2023.7411	-21.47465	0.5
2023.7438	-17.93388	0.5
2023.7466	-20.02006	0.5
2023.7493	-20.91952	0.5
2023.7521	-21.04138	0.5
2023.7548	-18.28328	0.5
2023.7575	-18.54565	0.5
2023.7603	-19.26207	0.5
2023.7630	-21.96969	0.5
2023.7658	-24.5636	0.5
2023.7685	-21.25236	0.5
2023.7712	-24.21318	0.5
2023.7740	-23.32566	0.5
2023.7767	-21.59985	0.5
2023.7795	-22.15341	0.5
2023.7822	-22.86999	0.5
2023.7849	-22.50594	0.5
2023.7877	-21.53595	0.5
2023.7904	-20.00159	0.5
2023.7931	-18.65765	0.5
2023.7959	-21.02569	0.5
2023.7986	-21.01806	0.5
2023.8014	-23.93134	0.5
2023.8041	-21.37214	0.5
2023.8068	-23.16205	0.5
2023.8096	-24.44015	0.5
2023.8123	-24.49315	0.5
2023.8151	-22.57873	0.5
2023.8178	-25.96545	0.5
2023.8205	-24.17826	0.5
2023.8233	-21.23462	0.5
2023.8260	-21.0762	0.5
2023.8288	-22.41997	0.5
2023.8315	-26.56594	0.5
2023.8342	-22.11259	0.5
2023.8370	-22.83316	0.5
2023.8397	-22.145	0.5
2023.8425	-21.60534	0.5
2023.8452	-20.55162	0.5
2023.8479	-23.40246	0.5
2023.8507	-20.55646	0.5
2023.8534	-20.42483	0.5
2023.8562	-23.82784	0.5
2023.8589	-28.31104	0.5
2023.8616	-25.74324	0.5
2023.8644	-25.64356	0.5
2023.8671	-24.44312	0.5
2023.8699	-23.24298	0.5
2023.8726	-24.82293	0.5
2023.8753	-25.09316	0.5
2023.8781	-26.11916	0.5
2023.8808	-30.01688	0.5
2023.8836	-23.12942	0.5
2023.8863	-23.48689	0.5
2023.8890	-24.27591	0.5
2023.8918	-23.46171	0.5
2023.8945	-21.515	0.5
2023.8973	-26.65487	0.5
2023.9000	-24.37128	0.5
2023.9027	-22.52556	0.5
2023.9055	-25.3979	0.5
2023.9082	-24.05371	0.5
2023.9110	-23.48878	0.5
2023.9137	-21.88768	0.5
2023.9164	-24.95271	0.5
2023.9192	-24.82542	0.5
2023.9219	-25.46342	0.5
2023.9247	-22.6918	0.5
2023.9274	-24.00433	0.5
2023.9301	-23.19685	0.5
2023.9329	-23.27494	0.5
2023.9356	-24.74195	0.5
2023.9384	-25.07596	0.5
2023.9411	-22.24173	0.5
2023.9438	-27.11004	0.5
2023.9466	-26.44377	0.5
2023.9493	-24.44588	0.5
2023.9521	-22.78929	0.5
2023.9548	-19.35542	0.5
2023.9575	-23.25475	0.5
2023.9603	-24.4534	0.5
2023.9630	-24.00172	0.5
2023.9658	-26.01148	0.5
2023.9685	-23.28963	0.5
2023.9712	-26.14998	0.5
2023.9740	-22.63593	0.5
2023.9767	-25.90275	0.5
2023.9795	-28.81485	0.5
2023.9822	-27.26798	0.5
